"","x"
"147",0.223573721098867
"148",0.667762060859822
"149",0.477627022303978
"150",0.528117705212496
"151",0.0771858073686044
"152",0.694575267613977
"153",0.0396520293232567
"154",0.655697456674818
"155",0.308527210457247
"156",0.76264145169835
"157",0.125723352012965
"158",0.181870897128046
"159",0.303588939212266
"160",0.341013977555856
"161",0.34406494158753
"162",0.222001467848935
"163",0.726939704576734
"164",0.219588032674658
"165",0.234911268165131
"166",0.811738652771647
"167",0.197044063724675
"168",0.375301200423601
"169",0.190138810037532
"170",0.452245957155667
"171",0.610733955032609
"172",0.459021730665837
"173",0.301540333691699
"174",0.644334698024407
"175",0.152774180122084
"176",0.706222196858529
"177",0.430316784015201
"178",0.5222612174426
"179",0.705851599309331
"180",0.612534980897079
"181",0.135911572231863
"182",0.540290751763083
"183",0.101960961876502
"184",0.515385130608806
"185",0.353854238490791
"186",0.580890782073956
"187",0.361783767328621
"188",0.41617773316144
"189",0.446535116607309
"190",0.284749095805429
"191",0.143108655928505
"192",0.190875700996293
"193",0.163414998269566
"194",0.142954381295517
"195",0.25718695354001
"196",0.815095866803387
"197",0.321624461055539
"198",0.579585091065756
"199",0.585882462040076
"200",0.209125992551117
"201",0.531729133247107
"202",0.74209795283804
"203",0.319176762718572
"204",0.684505521409729
"205",0.558654269967371
"206",0.208351377119445
"207",0.686042751849425
"208",0.505483518776882
"209",0.343319156004744
"210",0.794747775747789
"211",0.338465405415934
"212",0.472737909074102
"213",0.363960430476995
"214",0.420458759304095
"215",0.458903673660923
"216",0.229935864454866
"217",0.561061349902593
"218",0.466716790098596
"219",0.295906782494175
"220",0.500125892530319
"221",0.75941129476645
"222",0.288182088283522
"223",0.498749411814167
"224",0.0974996050734182
"225",0.108753841654041
"226",0.448790261595872
"227",0.278531214761961
"228",0.672624735355232
"229",0.446680998887526
"230",0.562208168026736
"231",0.424552126387141
"232",0.574232815509813
"233",0.355954000944204
"234",0.264658773855401
"235",0.721949632296702
"236",0.18038621645744
"237",0.361763746682477
"238",0.590446590525498
"239",0.537330124018467
"240",0.264456858264533
"241",0.294961917149182
"242",0.381490225920981
"243",0.134375954489454
"244",0.314952772036682
"245",0.283032748784136
"246",0.621205323722208
"247",0.68617374363083
"248",0.84569278316919
"249",0.600816150527953
"250",0.639144046376294
"251",0.251973824675293
"252",0.371824545459774
"253",0.633644956012556
"254",0.574513643555536
"255",0.407188831568829
"256",0.178493523447367
"257",0.680559332897239
"258",0.312191848308507
"259",0.0936585272561847
"260",0.587234270362194
"261",0.378653248675499
"262",0.145508225956705
"263",0.314901719338399
"264",0.247840592282244
"265",0.528587269950614
"266",0.281625028856803
"267",0.542418021179313
"268",0.116172794480397
"269",0.381821274970394
"270",0.394834026127165
"271",0.745255670520501
"272",0.189394638328392
"273",0.202207508442896
"274",0.277672897099323
"275",0.356109344594562
"276",0.3381797483729
"277",0.23182712241646
"278",0.32271518145763
"279",0.420244683948382
"280",0.46619256008916
"281",0.178214063535886
"282",0.352456128874434
"283",0.710525732669681
"284",0.762149936601342
"285",0.312971778601505
"286",0.392237227664993
"287",0.325702952500722
"288",0.475084303139559
"289",0.550926452985541
"290",0.370996367807844
"291",0.182199455833302
"292",0.124842466460585
"293",0.422213143773632
"294",0.377919856953529
"295",0.761651101400563
"296",0.171227239889079
"297",0.174297610152735
"298",0.496197860099521
"299",0.577982243092471
"300",0.173625954784959
"301",0.175744585110848
"302",0.595921571143901
"303",0.441830813969498
"304",0.173311970404345
"305",0.35880062899345
"306",0.423320417689772
"307",0.413823666883681
"308",0.46021216694216
"309",0.679569504933942
"310",0.33292815876835
"311",0.524602606523876
"312",0.0923702604718098
"313",0.740503223137479
"314",0.505385520084984
"315",0.49771718121732
"316",0.472439378025635
"317",0.669761860956683
"318",0.701856371427695
"319",0.281297639679949
"320",0.452165342047712
"321",0.620785632640892
"322",0.65840622071113
"323",0.332665543829976
"324",0.280963236467054
"325",0.382726149598142
"326",0.224861605992218
"327",0.6511827067033
"328",0.419661573600078
"329",0.512327900514868
"330",0.810090818142166
"331",0.734249823485955
"332",0.523715443751794
"333",0.640181733555175
"334",0.735217026087058
"335",0.308354981175299
"336",0.503632121394141
"337",0.649368949902597
"338",0.239143778967149
"339",0.553031292086356
"340",0.306529151938974
"341",0.143759731235415
"342",0.764633513081136
"343",0.782114426424236
"344",0.351073383636864
"345",0.712843331987164
"346",0.660259449010654
"347",0.223359962056297
"348",0.363741089371616
"349",0.27764586372175
"350",0.271022614628255
"351",0.561803038595501
"352",0.391722480176725
"353",0.566053068321709
"354",0.302318137846475
"355",0.700006959973959
"356",0.254024444037571
"357",0.369276600000107
"358",0.179758551679299
"359",0.509140413466504
"360",0.510412217489612
"361",0.386031466135987
"362",0.71552226519416
"363",0.623873675535928
"364",0.606470109841613
"365",0.63332767426347
"366",0.672266694920176
"367",0.326258781055563
"368",0.550261409750784
"369",0.345492978702128
"370",0.569577828804176
"371",0.701840519925299
"372",0.497532737451057
"373",0.69845594157763
"374",0.675164080337833
"375",0.683484880640527
"376",0.474714205154483
"377",0.351378580699386
"378",0.609969399487812
"379",0.352133559253806
"380",0.252975718219017
"381",0.374993616803724
"382",0.245444944449025
"383",0.216330390067408
"384",0.461635106253742
"385",0.718056512626243
"386",0.541152297654377
"387",0.112061890748491
"388",0.24806254897892
"389",0.654361272017722
"390",0.597888427788787
"391",0.332648314896369
"392",0.600321830417929
"393",0.599059647596944
"394",0.152247501598844
"395",0.241349749550904
"396",0.400200472307747
"397",0.842440132061133
"398",0.24252998657498
"399",0.439017133106738
"400",0.108367348096333
"401",0.710754765206734
"402",0.532301977638492
"403",0.235969682118496
"404",0.417207090521278
"405",0.46005996816087
"406",0.0592781181751465
"407",0.612612773037788
"408",0.644438874604211
"409",0.786237151920438
"410",0.0514289136570986
"411",0.528644395996937
"412",0.32667399939781
"413",0.13138897676781
"414",0.453562111470014
"415",0.296645073641639
"416",0.722873607754057
"417",0.523589826475369
"418",0.352338158036413
"419",0.271358078810825
"420",0.163358472621513
"421",0.227927633874003
"422",0.576420353737981
"423",0.225717612984481
"424",0.796796061663644
"425",0.524931006462587
"426",0.455406322446786
"427",0.649998802695289
"428",0.718071513495423
"429",0.302368970866019
"430",0.592077095559496
"431",0.349861700006953
"432",0.324205897897816
"433",0.179399222676159
"434",0.5308338433086
"435",0.79882575982538
"436",0.5498772143252
"437",0.29841345529814
"438",0.374434345593465
"439",0.300731360512015
"440",0.728387744755069
"441",0.233552999277987
"442",0.711499945972931
"443",0.175527001965922
"444",0.534716853699899
"445",0.174390157066042
"446",0.239762028632879
"447",0.211483391166788
"448",0.0621217181217037
"449",0.514068109624434
"450",0.691033709921669
"451",0.80100968420455
"452",0.157548110715204
"453",0.263962514116648
"454",0.557739437943511
"455",0.573118119580373
"456",0.54826962183157
"457",0.45942978573763
"458",0.37481906795981
"459",0.114008837503732
"460",0.217641428090373
"461",0.538427823578265
"462",0.146405241577867
"463",0.198715552195991
"464",0.636676849106947
"465",0.644939375623249
"466",0.282658845256627
"467",0.580096653898181
"468",0.407762584730649
"469",0.496110532526265
"470",0.12763216680499
"471",0.384147754876206
"472",0.0644104673672554
"473",0.242499918480711
"474",0.527850744477723
"475",0.238351412954395
"476",0.297790740092005
"477",0.366670398741781
"478",0.338488845765353
"479",0.249744477852188
"480",0.319338565885067
"481",0.51891488755817
"482",0.0808770568205908
"483",0.676464267313931
"484",0.735140676827319
"485",0.46929853900698
"486",0.557794426715473
"487",0.574446431684888
"488",0.188963721149364
"489",0.533572420192414
"490",0.246898011972717
"491",0.525026597782366
"492",0.511250660217307
"493",0.399547769180063
"494",0.520214695948132
"495",0.563141091326919
"496",0.607749736748531
"497",0.604010336208927
"498",0.562247931281624
"499",0.638353077310737
"500",0.139290354605801
"501",0.357874723301111
"502",0.721399773900546
"503",0.474507441138529
"504",0.308473094057017
"505",0.36643286502935
"506",0.425048845983205
"507",0.108960129955743
"508",0.585419612882149
"509",0.577108362789457
"510",0.737824056361628
"511",0.234376038851682
"512",0.594287251344728
"513",0.646566006630311
"514",0.585655814663995
"515",0.350999834972175
"516",0.156312842199181
"517",0.493393222413291
"518",0.685919890814457
"519",0.279029552989179
"520",0.264625784881399
"521",0.0699031906110976
"522",0.655075627741668
"523",0.100445094720661
"524",0.28984600709653
"525",0.24707631828836
"526",0.267465510963788
"527",0.207523448310978
"528",0.437229625400147
"529",0.0499238578081659
"530",0.634816456082754
"531",0.242521165669079
"532",0.607314822408447
"533",0.735973929032586
"534",0.602102104572527
"535",0.635720219923779
"536",0.488275107166477
"537",0.721192130813459
"538",0.655239020146053
"539",0.518408264821019
"540",0.101400724005415
"541",0.260108088399086
"542",0.788987267719227
"543",0.461601711513707
"544",0.360130129141113
"545",0.214534337820101
"546",0.617113712144722
"547",0.530788206526307
"548",0.399945728038514
"549",0.3869830382236
"550",0.512172125916092
"551",0.67533450294771
"552",0.558599075723579
"553",0.536942398727447
"554",0.176003314006934
"555",0.453075397154001
"556",0.445612397069346
"557",0.657300243376577
"558",0.33199581888716
"559",0.400138096128728
"560",0.551102696736748
"561",0.206407876672148
"562",0.683168387963928
"563",0.376935831588237
"564",0.701164968730375
"565",0.430347259207309
"566",0.257040006694187
"567",0.172524410659616
"568",0.632797340904757
"569",0.329150000596897
"570",0.803184718946311
"571",0.75529954187888
"572",0.276626081284159
"573",0.331218021553761
"574",0.182034306156554
"575",0.795924606080429
"576",0.613607058615161
"577",0.0906031453410234
"578",0.63363901615672
"579",0.382486563216282
"580",0.462370411148736
"581",0.489126770632084
"582",0.405337932585818
"583",0.238708155860787
"584",0.601741317306203
"585",0.588510740936668
"586",0.734313217459386
"587",0.297502896361571
"588",0.746398846354253
"589",0.488201789544513
"590",0.383935652145098
"591",0.0717145046336839
"592",0.24303381475772
"593",0.494108896444012
"594",0.104544098477169
"595",0.268900262261057
"596",0.546844107925777
"597",0.578051646748892
"598",0.115342708316826
"599",0.236259329851097
"600",0.3289097712966
"601",0.67268377408698
"602",0.431505174113031
"603",0.623793041089791
"604",0.61108190796117
"605",0.569038910883302
"606",0.205039397211106
"607",0.386626434838251
"608",0.228504655455378
"609",0.324599226760744
"610",0.25156469158834
"611",0.380794679345061
"612",0.49557402781282
"613",0.0486377233978229
"614",0.78130977211704
"615",0.63077459447356
"616",0.258985599836031
"617",0.447823388080454
"618",0.561739645486621
"619",0.615026117272241
"620",0.597317116657835
"621",0.591285344141817
"622",0.281706346859413
"623",0.267875992292755
"624",0.680326875298628
"625",0.461124346743513
"626",0.780659626003643
"627",0.625523475243608
"628",0.282476035422112
"629",0.708210789433452
"630",0.479680825043156
"631",0.82270212749966
"632",0.576782759502817
"633",0.622374432134944
"634",0.247708294152164
"635",0.499608705771382
"636",0.348273391741895
"637",0.639868222199136
"638",0.0820973003460974
"639",0.352337834161769
"640",0.440994307109099
"641",0.384463649821412
"642",0.602491718939272
"643",0.455047425120814
"644",0.413210733204507
"645",0.699712430028594
"646",0.717757047242947
"647",0.487749799988265
"648",0.722500599431845
"649",0.806082791255445
"650",0.499504134396061
"651",0.639123157685021
"652",0.671779148474709
"653",0.28669820566137
"654",0.133805847940638
"655",0.774741173448462
"656",0.247832244442303
"657",0.172389177861325
"658",0.433970524688916
"659",0.599288260157499
"660",0.374940719207745
"661",0.214556520564025
"662",0.472807697586109
"663",0.0701718407406348
"664",0.673558787090197
"665",0.419763269088649
"666",0.50354630504257
"667",0.667873398316121
"668",0.76550333944583
"669",0.497149171194798
"670",0.533583345695154
"671",0.354872823561043
"672",0.637633529005898
"673",0.63327697356553
"674",0.634434365472901
"675",0.728702938403272
"676",0.558397298542784
"677",0.455968807972716
"678",0.445969698821459
"679",0.502135238653243
"680",0.68222982504182
"681",0.287660123709679
"682",0.704461036780622
"683",0.75968080175637
"684",0.202246764833571
"685",0.397885501670147
"686",0.482232147601741
"687",0.495512433914212
"688",0.427988054981812
"689",0.253886975331892
"690",0.257616365873103
"691",0.478125430069214
"692",0.650200788907425
"693",0.573652339148894
"694",0.59111854626788
"695",0.435222535879751
"696",0.188132638745528
"697",0.322241878999154
"698",0.341099917166134
"699",0.113365682280332
"700",0.0990696433350885
"701",0.322397184638978
"702",0.377805792207727
"703",0.647274181545028
"704",0.560005903992888
"705",0.557520267985438
"706",0.0209523647055972
"707",0.397598970957342
"708",0.642043659231574
"709",0.0864625538414833
"710",0.754614839217705
"711",0.824638379450022
"712",0.123137856327275
"713",0.0716019437213855
"714",0.710095114419777
"715",0.627923090086731
"716",0.371295833190036
"717",0.435072768138702
"718",0.708743344355223
"719",0.605754270258841
"720",0.323538748035263
"721",0.209152486425522
"722",0.551045321624516
"723",0.632431458546153
"724",0.184815862441442
"725",0.147611470314702
"726",0.223547506497418
"727",0.105208691607404
"728",0.187827189097239
"729",0.712596328204862
"730",0.687493921095719
"731",0.491242935260107
"732",0.381251225661336
"733",0.295457952686765
"734",0.623782624852611
"735",0.569885807810744
"736",0.65465403497096
"737",0.367910864745962
"738",0.696522159545988
"739",0.829177997010711
"740",0.470519942830305
"741",0.571742198705505
"742",0.590560854077831
"743",0.519347969851457
"744",0.661044826489694
"745",0.761541986568022
"746",0.45432860345641
"747",0.664375293379166
"748",0.574805555425136
"749",0.183383703358206
"750",0.318321218725707
"751",0.190562927339243
"752",0.178296394892824
"753",0.356084943360766
"754",0.136024689127592
"755",0.0919097863305706
"756",0.225366609471977
"757",0.702750512844638
"758",0.310262109774939
"759",0.407289011264854
"760",0.222483738820841
"761",0.705583076914653
"762",0.509091017362865
"763",0.337740555103141
"764",0.775931955293827
"765",0.690540382256169
"766",0.756302094953755
"767",0.39274422505725
"768",0.278665726173995
"769",0.111972269743566
"770",0.672843543508038
"771",0.410520406937516
"772",0.700316042777731
"773",0.571490606830726
"774",0.571509168014738
"775",0.0299168959324778
"776",0.608917039454874
"777",0.476449930961156
"778",0.689491686544622
"779",0.50167631306888
"780",0.677692948448302
"781",0.30558237836135
"782",0.354582772330805
"783",0.480012080145146
"784",0.278313099699806
"785",0.102259697924457
"786",0.765797356799362
"787",0.681736700000363
"788",0.36142473579144
"789",0.377410157802465
"790",0.0790579553686298
"791",0.531243678345077
"792",0.533247840015711
"793",0.165690921975112
"794",0.36308603775574
"795",0.446677689960884
"796",0.740144726254921
"797",0.643146709353201
"798",0.330535896714171
"799",0.397350390659217
"800",0.587061802610329
"801",0.0281755746743562
"802",0.268357591530736
"803",0.624550171764035
"804",0.388278238751688
"805",0.265587383522065
"806",0.687342802614776
"807",0.149116195069596
"808",0.552625942385945
"809",0.77312678403197
"810",0.574409638936456
"811",0.323555239008826
"812",0.180681577139053
"813",0.515506022181941
"814",0.722579855180251
"815",0.493360197319632
"816",0.612236749998173
"817",0.356612585672693
"818",0.409929390906815
"819",0.419259999268019
"820",0.376346807344887
"821",0.319041768661044
"822",0.260736189802132
"823",0.563943100049923
"824",0.593997860838999
"825",0.157377306198369
"826",0.295214792489285
"827",0.295312474499032
"828",0.512880003848119
"829",0.505778160492356
"830",0.309011467501429
"831",0.0744399950652335
"832",0.599699936249219
"833",0.686928083487878
"834",0.0624719357450116
"835",0.365340377989259
"836",0.643947936492737
"837",0.297370994890872
"838",0.495849886084048
"839",0.262438538059003
"840",0.541937294604371
"841",0.310924724857849
"842",0.187559682556277
"843",0.608349376441881
"844",0.481576572852166
"845",0.233654257331302
"846",0.641275114052271
"847",0.513937527361697
"848",0.638497320739822
"849",0.450532257674278
"850",0.724283335704876
"851",0.70525387818741
"852",0.539254924504384
"853",0.446099158550576
"854",0.502014698104756
"855",0.520454367289102
"856",0.675022706975549
"857",0.372976418770969
"858",0.562625479883385
"859",0.0749026224473437
"860",0.557467323205665
"861",0.32566648281729
"862",0.416019651762553
"863",0.21296485643096
"864",0.341133495116511
"865",0.261033206372626
"866",0.438306211591961
"867",0.459001990919639
"868",0.350356058168897
"869",0.230917158511084
"870",0.0468341827981937
"871",0.620168801497156
"872",0.763772554259046
"873",0.192605039021437
"874",0.177539321457412
"875",0.764349845284019
"876",0.390199903323731
"877",0.671214968265565
"878",0.757840424899265
"879",0.70103748131841
"880",0.735968695896237
"881",0.240007106576168
"882",0.212360942618646
"883",0.15029636341472
"884",0.339854924913468
"885",0.511108104247659
"886",0.569958641532144
"887",0.33850376963454
"888",0.806064229454198
"889",0.480526900506581
"890",0.368657343201689
"891",0.563571225765459
"892",0.552543302343729
"893",0.703883950456311
"894",0.182618109055648
"895",0.241120266449548
"896",0.809872039742925
"897",0.240372026492246
"898",0.496813557541645
"899",0.294736809681206
"900",0.597474350398683
"901",0.221572615637091
"902",0.126516889473713
"903",0.482829694468914
"904",0.215265269109017
"905",0.36984422233465
"906",0.762736401232359
"907",0.209356180763332
"908",0.612511438762761
"909",0.723673416727395
"910",0.109967213142438
"911",0.68933167996705
"912",0.824369346710743
"913",0.651238211081054
"914",0.734927831767806
"915",0.501837441574085
"916",0.119984673068185
"917",0.206969517929956
"918",0.36336026875682
"919",0.174790746792992
"920",0.285626129266335
"921",0.262344924499015
"922",0.601880390339098
"923",0.605962306288469
"924",0.532351372174864
"925",0.349364240155341
"926",0.168010867146887
"927",0.200696276570497
"928",0.646991447746404
"929",0.284043101179708
"930",0.357298145714571
"931",0.414200099681701
"932",0.50279644270243
"933",0.485140924026599
"934",0.752871751331743
"935",0.458851662396723
"936",0.0967839684166808
"937",0.584834562964908
"938",0.173194170695553
"939",0.447874621266079
"940",0.294717395498005
"941",0.853434330328328
"942",0.37533630118918
"943",0.465042421183267
"944",0.341927041680884
"945",0.559262706443966
"946",0.438692757890182
"947",0.247749040653165
"948",0.524960855234671
"949",0.727653420592511
"950",0.502672684557041
"951",0.437918683062268
"952",0.104569195572321
"953",0.757806381636858
"954",0.601626299418846
"955",0.711423462402906
"956",0.315572525233475
"957",0.222958142577734
"958",0.746743423632726
"959",0.355411218015494
"960",0.703492976815192
"961",0.803678183469221
"962",0.425771292245546
"963",0.213359257646249
"964",0.584570095462014
"965",0.514669951120092
"966",0.0498193861446944
"967",0.72251308574483
"968",0.660243273921001
"969",0.718882849350526
"970",0.291412658838596
"971",0.576597600377541
"972",0.27809632814657
"973",0.725418007404873
"974",0.735877086934925
"975",0.293440247887059
"976",0.430732429781993
"977",0.436238455821717
"978",0.512229695675504
"979",0.404422825840002
"980",0.263411886266638
"981",0.347299702590168
"982",0.306550507036199
"983",0.55689830914197
"984",0.700716549919937
"985",0.460887106232016
"986",0.599943544403731
"987",0.472658380323435
"988",0.391644246430252
"989",0.215558229334295
"990",0.716968449877527
"991",0.497987732968344
"992",0.21804159306792
"993",0.131847478949083
"994",0.147246325266315
"995",0.321699803447398
"996",0.177013996656804
"997",0.308296125556578
"998",0.252020737414584
"999",0.361837739285316
"1000",0.259673662904443
"1001",0.250126711682138
"1002",0.399277452009743
"1003",0.277698862467019
"1004",0.367819661751612
"1005",0.660388259850154
"1006",0.396225767547608
"1007",0.588827140140387
"1008",0.763078708153261
"1009",0.204310590564399
"1010",0.150703276322341
"1011",0.621662628480495
"1012",0.688125219217798
"1013",0.121920136384236
"1014",0.711848233077624
"1015",0.238556248200411
"1016",0.301510772333005
"1017",0.384091614214308
"1018",0.50675504551555
"1019",0.0834902605362111
"1020",0.357714450587248
"1021",0.284521706555243
"1022",0.516475909280692
"1023",0.635751226286991
"1024",0.48132305575492
"1025",0.283273153116336
"1026",0.219509253285837
"1027",0.453658058348015
"1028",0.217905954899249
"1029",0.153214313322564
"1030",0.22665487548078
"1031",0.297432300606574
"1032",0.374824326036308
"1033",0.715114941573058
"1034",0.10070108311072
"1035",0.434425850070586
"1036",0.140634118698062
"1037",0.207254641398987
"1038",0.111392762971931
"1039",0.598818446178025
"1040",0.337388513790848
"1041",0.123192840488422
"1042",0.432545361490597
"1043",0.321928399788772
"1044",0.435606105558922
"1045",0.424257885046269
"1046",0.368016667543258
"1047",0.45570744094431
"1048",0.509515205037722
"1049",0.784706697900033
"1050",0.47270240998697
"1051",0.246245861117674
"1052",0.0785478657960473
"1053",0.565056678129691
"1054",0.552745546183944
"1055",0.66918797655596
"1056",0.73985387805327
"1057",0.191755421166458
"1058",0.233882185236011
"1059",0.201605516135799
"1060",0.58565157849551
"1061",0.375355096163834
"1062",0.33080451142379
"1063",0.307618653264018
"1064",0.366462643053425
"1065",0.170637670916891
"1066",0.269732183221577
"1067",0.202785682916898
"1068",0.600527699511965
"1069",0.555029041105148
"1070",0.16088558228656
"1071",0.405669429383281
"1072",0.240598292171255
"1073",0.27527197531174
"1074",0.316604186317077
"1075",0.436203119552874
"1076",0.131241050240147
"1077",0.54762483441343
"1078",0.264874463040893
"1079",0.663339467704252
"1080",0.643589353581511
"1081",0.574283346307035
"1082",0.373564658936023
"1083",0.197240044334185
"1084",0.189699671499276
"1085",0.144934919854646
"1086",0.254324191344103
"1087",0.597415647471147
"1088",0.572669414183581
"1089",0.0652185543034465
"1090",0.224385115954955
"1091",0.639246063021755
"1092",0.493502742228573
"1093",0.574130411539532
"1094",0.564179487568573
"1095",0.409400708155333
"1096",0.320208546213858
"1097",0.491900090757281
"1098",0.279511436295099
"1099",0.642196564756795
"1100",0.279102846397105
"1101",0.274101646897432
"1102",0.223540587844963
"1103",0.748497188478519
"1104",0.303750279482897
"1105",0.724514822042765
"1106",0.486292299582813
"1107",0.244286555639502
"1108",0.604969272774303
"1109",0.557629475454455
"1110",0.693735787507406
"1111",0.118091412710894
"1112",0.152424043146742
"1113",0.531618211893016
"1114",0.205338641742783
"1115",0.429242565967736
"1116",0.72820576320088
"1117",0.574025348771841
"1118",0.265160214339093
"1119",0.309822282019859
"1120",0.634467541770989
"1121",0.724959646510802
"1122",0.193906418801818
"1123",0.90353888534197
"1124",0.459842377981338
"1125",0.675543882389546
"1126",0.159692544135702
"1127",0.227948020300508
"1128",0.248094605408448
"1129",0.459886235249541
"1130",0.271007658814942
"1131",0.398630155829107
"1132",0.4713887018179
"1133",0.588167611791187
"1134",0.768023472620597
"1135",0.121959697425111
"1136",0.600128604865532
"1137",0.757451206306391
"1138",0.581384837115204
"1139",0.342191775384076
"1140",0.737832756329427
"1141",0.644976042674201
"1142",0.344650370046499
"1143",0.423107131356791
"1144",0.587706241427754
"1145",0.181296088871765
"1146",0.575320083348456
"1147",0.113018458851249
"1148",0.745246419321922
"1149",0.455062887839123
"1150",0.822664848171544
"1151",0.628953656171511
"1152",0.424881111063059
"1153",0.507254426163962
"1154",0.402338598123456
"1155",0.261404285801525
"1156",0.541083689726066
"1157",0.466929759978456
"1158",0.278322084641324
"1159",0.425344404225717
"1160",0.562725626374942
"1161",0.631845366583632
"1162",0.0827048288429858
"1163",0.525554420222247
"1164",0.400735929006015
"1165",0.426089226007963
"1166",0.597758532975721
"1167",0.228871836709809
"1168",0.473722817972248
"1169",0.155940048753166
"1170",0.694891810080934
"1171",0.529629257205387
"1172",0.394460521208368
"1173",0.354740295192597
"1174",0.244718605589365
"1175",0.16462100326132
"1176",0.257820083607693
"1177",0.171469104017855
"1178",0.609807013856718
"1179",0.467850496196052
"1180",0.608096852951165
"1181",0.183217101498142
"1182",0.611515639027554
"1183",0.432249653735551
"1184",0.404520911959372
"1185",0.49563029366819
"1186",0.821555909764139
"1187",0.320780863307599
"1188",0.29425230659306
"1189",0.440309388618848
"1190",0.217145888739444
"1191",0.637066322082522
"1192",0.275850076694607
"1193",0.19703553698875
"1194",0.361034094011465
"1195",0.706089846385535
"1196",0.834445282238223
"1197",0.28595273213326
"1198",0.42788062300073
"1199",0.385965018975669
"1200",0.188816669226602
"1201",0.277853441802339
"1202",0.676538884939102
"1203",0.724963477830632
"1204",0.374733511898802
"1205",0.851295171018238
"1206",0.418661758075252
"1207",0.601506529777979
"1208",0.319938128023543
"1209",0.665080084096947
"1210",0.0458761685067512
"1211",0.789580835248095
"1212",0.675099180348745
"1213",0.290384291211829
"1214",0.46330350361406
"1215",0.179670117938333
"1216",0.296531787575797
"1217",0.657120954124596
"1218",0.625476869804405
"1219",0.150399547147888
"1220",0.572015044981539
"1221",0.699117157596373
"1222",0.630182033626476
"1223",0.216479708987497
"1224",0.337431056815862
"1225",0.0401644297603046
"1226",0.262833016914642
"1227",0.15724843412837
"1228",0.517223481508757
"1229",0.832155952511389
"1230",0.20880019480326
"1231",0.135880743677888
"1232",0.257619640022672
"1233",0.743396798722856
"1234",0.301503931057614
"1235",0.313481984574632
"1236",0.684707215724657
"1237",0.46269890866038
"1238",0.136469671290017
"1239",0.756650756417017
"1240",0.136126262517677
"1241",0.625624121982179
"1242",0.129118966955622
"1243",0.248797542182764
"1244",0.412987756169163
"1245",0.525689013117133
